college_id,name,lat,lon,state,type,control,acceptance,enrollment,tuition,url
north-carolina-wesleyan-university_NC_36.020_-77.774,North Carolina Wesleyan University,36.019665,-77.773982,NC,Elite Private Universities,Private Nonprofit,78.0%,"1,169","$35,536.00",www.ncwc.edu
university-of-north-carolina-wilmington_NC_34.225_-77.876,University of North Carolina Wilmington,34.225223,-77.875527,NC,Public Flagship Universities,Public,74.0%,"14,176","$7,317.00",www.uncw.edu
william-peace-university_NC_35.789_-78.638,William Peace University,35.789139,-78.637697,NC,Elite Private Universities,Private Nonprofit,97.4%,661,"$33,150.00",www.peace.edu
university-of-north-carolina-at-pembroke_NC_34.688_-79.200,University of North Carolina at Pembroke,34.688313,-79.200347,NC,Public Flagship Universities,Public,92.4%,"5,386","$3,571.00",www.uncp.edu
pfeiffer-university_NC_35.485_-80.283,Pfeiffer University,35.484696,-80.283168,NC,Elite Private Universities,Private Nonprofit,95.3%,654,"$33,930.00",www.pfeiffer.edu
piedmont-community-college_NC_36.432_-78.981,Piedmont Community College,36.431674,-78.980607,NC,Community Colleges,Public,,707,"$2,556.00",www.piedmontcc.edu
pitt-community-college_NC_35.551_-77.407,Pitt Community College,35.550591,-77.407203,NC,Community Colleges,Public,,"5,175","$1,972.00",pittcc.edu
queens-university-of-charlotte_NC_35.189_-80.834,Queens University of Charlotte,35.189051,-80.833509,NC,Elite Private Universities,Private Nonprofit,67.7%,"1,362","$43,285.00",www.queens.edu
mid-atlantic-christian-university_NC_36.304_-76.216,Mid-Atlantic Christian University,36.303812,-76.216483,NC,Faith-Based,Private Nonprofit,76.2%,161,"$17,280.00",www.macuniversity.edu
roanoke-chowan-community-college_NC_36.325_-77.024,Roanoke-Chowan Community College,36.324827,-77.023662,NC,Community Colleges,Public,,265,"$2,642.00",www.roanokechowan.edu
robeson-community-college_NC_34.675_-79.007,Robeson Community College,34.675194,-79.00664,NC,Community Colleges,Public,,"1,454","$2,571.00",www.robeson.edu
rockingham-community-college_NC_36.389_-79.758,Rockingham Community College,36.388682,-79.758353,NC,Community Colleges,Public,,"1,071","$1,966.00",www.rockinghamcc.edu
rowan-cabarrus-community-college_NC_35.639_-80.482,Rowan-Cabarrus Community College,35.639388,-80.48181,NC,Community Colleges,Public,,"4,073","$2,064.00",www.rccc.edu
saint-augustine-s-university_NC_35.785_-78.621,Saint Augustine's University,35.785468,-78.621301,NC,Elite Private Universities,Private Nonprofit,58.7%,766,"$16,896.00",www.st-aug.edu
salem-college_NC_36.086_-80.241,Salem College,36.086271,-80.241297,NC,Private Liberal Arts Colleges,Private Nonprofit,87.0%,390,"$32,236.00",www.salem.edu
sampson-community-college_NC_34.990_-78.360,Sampson Community College,34.99046,-78.36006,NC,Community Colleges,Public,,941,"$2,830.00",www.sampsoncc.edu
sandhills-community-college_NC_35.220_-79.406,Sandhills Community College,35.220086,-79.40635,NC,Community Colleges,Public,,"2,375","$2,040.00",www.sandhills.edu
shaw-university_NC_35.771_-78.638,Shaw University,35.771181,-78.637693,NC,Elite Private Universities,Private Nonprofit,30.5%,839,"$17,176.00",www.shawu.edu
st-andrews-university_NC_34.746_-79.479,St. Andrews University,34.74563,-79.478567,NC,Elite Private Universities,Private Nonprofit,,806,"$30,800.00",www.sa.edu
southeastern-community-college_NC_34.332_-78.783,Southeastern Community College,34.331749,-78.783365,NC,Community Colleges,Public,,821,"$2,600.00",www.sccnc.edu
southeastern-baptist-theological-seminary_NC_35.982_-78.514,Southeastern Baptist Theological Seminary,35.981858,-78.513755,NC,Faith-Based,Private Nonprofit,76.6%,466,"$10,646.00",www.sebts.edu
alamance-community-college_NC_36.067_-79.358,Alamance Community College,36.066683,-79.357657,NC,Community Colleges,Public,,"2,393","$2,528.00",www.alamancecc.edu
tri-county-community-college_NC_35.067_-83.966,Tri-County Community College,35.067021,-83.966476,NC,Community Colleges,Public,,435,"$2,363.00",www.tricountycc.edu
vance-granville-community-college_NC_36.324_-78.488,Vance-Granville Community College,36.323887,-78.487651,NC,Community Colleges,Public,,"1,613","$1,956.00",www.vgcc.edu
wake-forest-university_NC_36.134_-80.277,Wake Forest University,36.133609,-80.277446,NC,Elite Private Universities,Private Nonprofit,21.6%,"5,471","$64,758.00",www.wfu.edu
wake-technical-community-college_NC_35.650_-78.706,Wake Technical Community College,35.650151,-78.706126,NC,Community Colleges,Public,,"18,605","$2,336.00",www.waketech.edu
warren-wilson-college_NC_35.610_-82.443,Warren Wilson College,35.610328,-82.442619,NC,Private Liberal Arts Colleges,Private Nonprofit,77.6%,720,"$40,290.00",www.warren-wilson.edu
watts-college-of-nursing_NC_36.028_-78.941,Watts College of Nursing,36.027649,-78.9413,NC,Health & Medical Colleges,Private Nonprofit,,134,,wattscollegeofnursing.edu
western-piedmont-community-college_NC_35.723_-81.687,Western Piedmont Community College,35.722876,-81.687345,NC,Community Colleges,Public,,"1,332","$2,650.00",www.wpcc.edu
wilson-community-college_NC_35.730_-77.896,Wilson Community College,35.730114,-77.895663,NC,Community Colleges,Public,,807,"$2,572.00",www.wilsoncc.edu
wingate-university_NC_34.986_-80.443,Wingate University,34.986064,-80.44305,NC,Elite Private Universities,Private Nonprofit,85.0%,"2,462","$40,196.00",www.wingate.edu
carolina-christian-college_NC_36.146_-80.256,Carolina Christian College,36.146168,-80.256252,NC,Faith-Based,Private Nonprofit,,53,"$9,420.00",www.carolina.edu
winston-salem-state-university_NC_36.090_-80.225,Winston-Salem State University,36.089554,-80.225033,NC,Public Regional Universities,Public,68.5%,"4,244","$6,735.00",www.wssu.edu
western-carolina-university_NC_35.309_-83.186,Western Carolina University,35.308979,-83.186258,NC,Public Regional Universities,Public,86.7%,"9,867","$4,532.00",www.wcu.edu
rasmussen-university-north-dakota_ND_46.848_-96.849,Rasmussen University-North Dakota,46.848362,-96.848937,ND,Online / For-Profit,Private For-profit,,44,"$12,715.00",rasmussen.edu
bismarck-state-college_ND_46.821_-100.817,Bismarck State College,46.821459,-100.816534,ND,Community Colleges,Public,,"2,629","$5,195.00",bismarckstate.edu
dickinson-state-university_ND_46.883_-102.800,Dickinson State University,46.882917,-102.799679,ND,Public Regional Universities,Public,60.1%,"1,108","$9,118.00",www.dickinsonstate.edu
nueta-hidatsa-sahnish-college_ND_47.983_-102.473,Nueta Hidatsa Sahnish College,47.983311,-102.472814,ND,Community Colleges,Public,,139,"$3,870.00",www.nhsc.edu
university-of-jamestown_ND_46.914_-98.698,University of Jamestown,46.914302,-98.698416,ND,Elite Private Universities,Private Nonprofit,93.5%,947,"$24,820.00",www.uj.edu
lake-region-state-college_ND_48.128_-98.869,Lake Region State College,48.127948,-98.869034,ND,Community Colleges,Public,,599,"$5,478.00",www.lrsc.edu
cankdeska-cikana-community-college_ND_47.978_-98.991,Cankdeska Cikana Community College,47.978122,-98.990801,ND,Community Colleges,Public,,278,"$3,950.00",www.littlehoop.edu
university-of-mary_ND_46.724_-100.753,University of Mary,46.723767,-100.75274,ND,Elite Private Universities,Private Nonprofit,78.2%,"2,280","$21,468.00",www.umary.edu
mayville-state-university_ND_47.505_-97.323,Mayville State University,47.505415,-97.322554,ND,Public Regional Universities,Public,,704,"$7,935.00",www.mayvillestate.edu
minot-state-university_ND_48.247_-101.299,Minot State University,48.246961,-101.29861,ND,Public Regional Universities,Public,72.2%,"2,072","$8,634.00",www.minotstateu.edu
university-of-north-dakota_ND_47.922_-97.072,University of North Dakota,47.921654,-97.071738,ND,Public Flagship Universities,Public,77.1%,"9,296","$10,951.00",und.edu
north-dakota-state-college-of-science_ND_46.272_-96.607,North Dakota State College of Science,46.272158,-96.607379,ND,Community Colleges,Public,,"1,733","$5,928.00",www.ndscs.edu
dakota-college-at-bottineau_ND_48.833_-100.441,Dakota College at Bottineau,48.832505,-100.441103,ND,Community Colleges,Public,,417,"$5,347.00",www.dakotacollege.edu
north-dakota-state-university-main-campus_ND_46.893_-96.801,North Dakota State University-Main Campus,46.893127,-96.800838,ND,Public Flagship Universities,Public,95.8%,"9,567","$10,857.00",www.ndsu.edu
williston-state-college_ND_48.159_-103.613,Williston State College,48.158603,-103.613066,ND,Community Colleges,Public,,686,"$4,938.00",willistonstate.edu
sitting-bull-college_ND_46.085_-100.675,Sitting Bull College,46.085288,-100.674735,ND,Community Colleges,Public,,226,"$4,010.00",www.sittingbull.edu
trinity-bible-college-and-graduate-school_ND_46.001_-98.518,Trinity Bible College and Graduate School,46.001037,-98.517906,ND,Faith-Based,Private Nonprofit,36.2%,138,"$18,762.00",trinitybiblecollege.edu
united-tribes-technical-college_ND_46.767_-100.755,United Tribes Technical College,46.767157,-100.755131,ND,Community Colleges,Private Nonprofit,,532,"$4,252.00",uttc.edu
valley-city-state-university_ND_46.919_-98.004,Valley City State University,46.918517,-98.00389,ND,Public Regional Universities,Public,69.3%,918,"$8,514.00",www.vcsu.edu
air-force-institute-of-technology-graduate-school-of-engineering-management_OH_39.782_-84.083,Air Force Institute of Technology-Graduate School of Engineering & Management,39.782221,-84.082618,OH,STEM / Technology Institutes,Public,,,,www.afit.edu
herzing-university-akron_OH_41.028_-81.493,Herzing University-Akron,41.02817,-81.493109,OH,Community Colleges,Private Nonprofit,94.0%,378,"$13,420.00",www.herzing.edu
university-of-akron-main-campus_OH_41.076_-81.511,University of Akron Main Campus,41.075923,-81.511167,OH,Public Regional Universities,Public,70.9%,"10,011","$12,799.00",www.uakron.edu
allegheny-wesleyan-college_OH_40.867_-80.861,Allegheny Wesleyan College,40.86722,-80.861232,OH,Private Liberal Arts Colleges,Private Nonprofit,,54,"$6,800.00",awc.edu
art-academy-of-cincinnati_OH_39.109_-84.514,Art Academy of Cincinnati,39.108805,-84.513913,OH,Business / Arts / Specialty Schools,Private Nonprofit,33.1%,254,"$40,250.00",www.artacademy.edu
ashland-university_OH_40.862_-82.321,Ashland University,40.861755,-82.321061,OH,Elite Private Universities,Private Nonprofit,80.6%,"2,250","$28,910.00",www.ashland.edu
aultman-college-of-nursing-and-health-sciences_OH_40.796_-81.404,Aultman College of Nursing and Health Sciences,40.796186,-81.404053,OH,Health & Medical Colleges,Private Nonprofit,41.3%,232,"$19,854.00",www.aultmancollege.edu
baldwin-wallace-university_OH_41.373_-81.851,Baldwin Wallace University,41.373017,-81.851145,OH,Elite Private Universities,Private Nonprofit,76.8%,"2,775","$37,938.00",www.bw.edu
belmont-college_OH_40.077_-80.965,Belmont College,40.07695,-80.964901,OH,Community Colleges,Public,,484,"$4,815.00",www.belmontcollege.edu
bluffton-university_OH_40.896_-83.899,Bluffton University,40.895606,-83.899439,OH,Elite Private Universities,Private Nonprofit,61.2%,595,"$36,298.00",www.bluffton.edu
bowling-green-state-university-firelands_OH_41.398_-82.594,Bowling Green State University-Firelands,41.397566,-82.594266,OH,Community Colleges,Public,,"1,134","$6,206.00",www.firelands.bgsu.edu
bowling-green-state-university-main-campus_OH_41.376_-83.641,Bowling Green State University-Main Campus,41.375513,-83.640896,OH,Public Regional Universities,Public,80.6%,"12,255","$14,081.00",www.bgsu.edu
bryant-stratton-college-parma_OH_41.405_-81.782,Bryant & Stratton College-Parma,41.404607,-81.781757,OH,Community Colleges,Private Nonprofit,,522,"$19,542.00",www.bryantstratton.edu
capital-university_OH_39.955_-82.938,Capital University,39.954875,-82.937867,OH,Elite Private Universities,Private Nonprofit,73.2%,"1,709","$41,788.00",www.capital.edu
case-western-reserve-university_OH_41.507_-81.610,Case Western Reserve University,41.507419,-81.609596,OH,Elite Private Universities,Private Nonprofit,28.7%,"6,108","$64,671.00",www.case.edu
cedarville-university_OH_39.749_-83.815,Cedarville University,39.749237,-83.814692,OH,Elite Private Universities,Private Nonprofit,62.8%,"3,815","$36,078.00",www.cedarville.edu
central-ohio-technical-college_OH_40.069_-82.447,Central Ohio Technical College,40.069314,-82.447441,OH,Community Colleges,Public,,"1,549","$5,136.00",www.cotc.edu
central-state-university_OH_39.716_-83.880,Central State University,39.715787,-83.880186,OH,Public Regional Universities,Public,46.0%,"3,412","$7,824.00",www.centralstate.edu
the-christ-college-of-nursing-and-health-sciences_OH_39.122_-84.510,The Christ College of Nursing and Health Sciences,39.121821,-84.509564,OH,Health & Medical Colleges,Private Nonprofit,50.2%,762,"$16,394.00",www.thechristcollege.edu
cincinnati-college-of-mortuary-science_OH_39.207_-84.506,Cincinnati College of Mortuary Science,39.206578,-84.505604,OH,Private Liberal Arts Colleges,Private Nonprofit,,101,,www.ccms.edu
university-of-cincinnati-main-campus_OH_39.131_-84.514,University of Cincinnati-Main Campus,39.131159,-84.51428,OH,Public Regional Universities,Public,87.7%,"29,094","$13,570.00",www.uc.edu
university-of-cincinnati-clermont-college_OH_39.081_-84.194,University of Cincinnati-Clermont College,39.080645,-84.19437,OH,Community Colleges,Public,,"2,606","$6,554.00",www.ucclermont.edu
university-of-cincinnati-blue-ash-college_OH_39.234_-84.400,University of Cincinnati-Blue Ash College,39.234333,-84.399956,OH,Community Colleges,Public,,"4,104","$6,992.00",www.ucblueash.edu
ohio-christian-university_OH_39.613_-82.905,Ohio Christian University,39.613155,-82.904885,OH,Faith-Based,Private Nonprofit,39.9%,816,"$23,700.00",www.ohiochristian.edu
cleveland-institute-of-art_OH_41.510_-81.602,Cleveland Institute of Art,41.510435,-81.602416,OH,Public Regional Universities,Private Nonprofit,56.3%,560,"$47,880.00",www.cia.edu
cleveland-institute-of-music_OH_41.512_-81.609,Cleveland Institute of Music,41.512444,-81.608878,OH,Business / Arts / Specialty Schools,Private Nonprofit,38.2%,193,"$42,500.00",www.cim.edu
cleveland-state-university_OH_41.502_-81.674,Cleveland State University,41.502281,-81.674355,OH,Public Regional Universities,Public,95.5%,"9,077","$12,613.00",www.csuohio.edu
columbus-college-of-art-design_OH_39.966_-82.989,Columbus College of Art & Design,39.966074,-82.989479,OH,Business / Arts / Specialty Schools,Private Nonprofit,71.7%,891,"$39,650.00",www.ccad.edu
davis-college_OH_41.653_-83.533,Davis College,41.652922,-83.532589,OH,Online / For-Profit,Private For-profit,,95,"$14,130.00",www.daviscollege.edu
university-of-dayton_OH_39.740_-84.176,University of Dayton,39.739547,-84.176113,OH,Elite Private Universities,Private Nonprofit,61.7%,"8,099","$47,600.00",udayton.edu
defiance-college_OH_41.297_-84.357,Defiance College,41.296842,-84.357075,OH,Private Liberal Arts Colleges,Private Nonprofit,42.4%,454,"$38,778.00",www.defiance.edu
denison-university_OH_40.072_-82.523,Denison University,40.071505,-82.523272,OH,Elite Private Universities,Private Nonprofit,16.9%,"2,398","$64,000.00",www.denison.edu
the-university-of-findlay_OH_41.053_-83.652,The University of Findlay,41.053344,-83.652313,OH,Elite Private Universities,Private Nonprofit,86.3%,"2,240","$39,646.00",findlay.edu
franklin-university_OH_39.958_-82.990,Franklin University,39.95831,-82.990375,OH,Elite Private Universities,Private Nonprofit,,"5,111","$9,577.00",www.franklin.edu
gods-bible-school-and-college_OH_39.115_-84.506,Gods Bible School and College,39.1153,-84.505703,OH,Faith-Based,Private Nonprofit,64.0%,285,"$7,696.00",www.gbs.edu
good-samaritan-college-of-nursing-and-health-science_OH_39.140_-84.521,Good Samaritan College of Nursing and Health Science,39.140348,-84.521196,OH,Community Colleges,Private Nonprofit,16.9%,455,"$15,470.00",www.gscollege.edu
hebrew-union-college-jewish-institute-of-religion_NY_40.729_-73.994,Hebrew Union College-Jewish Institute of Religion,40.728938,-73.994499,NY,Private Liberal Arts Colleges,Private Nonprofit,,,,www.huc.edu
heidelberg-university_OH_41.115_-83.168,Heidelberg University,41.114833,-83.168387,OH,Elite Private Universities,Private Nonprofit,67.7%,884,"$33,628.00",www.heidelberg.edu
hiram-college_OH_41.311_-81.144,Hiram College,41.3107,-81.143981,OH,Private Liberal Arts Colleges,Private Nonprofit,93.4%,731,"$26,265.00",www.hiram.edu
hocking-college_OH_39.442_-82.221,Hocking College,39.441954,-82.220791,OH,Community Colleges,Public,,"1,648","$5,300.00",www.hocking.edu
international-college-of-broadcasting_OH_39.765_-84.137,International College of Broadcasting,39.764986,-84.137499,OH,Online / For-Profit,Private For-profit,,44,"$12,430.00",www.icb.edu
eastern-gateway-community-college_OH_40.376_-80.669,Eastern Gateway Community College,40.376215,-80.668798,OH,Community Colleges,Public,,"13,293","$4,205.00",www.egcc.edu
john-carroll-university_OH_41.490_-81.531,John Carroll University,41.490259,-81.531224,OH,Elite Private Universities,Private Nonprofit,81.1%,"2,228","$49,100.00",jcu.edu
kent-state-university-at-ashtabula_OH_41.888_-80.830,Kent State University at Ashtabula,41.888296,-80.830377,OH,Community Colleges,Public,,"1,314","$7,272.00",www.kent.edu/ashtabula
kent-state-university-at-east-liverpool_OH_40.617_-80.577,Kent State University at East Liverpool,40.616966,-80.576702,OH,Community Colleges,Public,,705,"$7,272.00",www.kent.edu/columbiana
